text-de,class,text-en,class-formatted,class-en
"Ich bin sprachlos über Ihre unzureichenden Dienstleistungen! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice unprofessionell! Das ist absolut inakzeptabel!", Reklamationen,"I am speechless about your inadequate services! The delivery was delayed, the product inferior and the customer service unprofessional! That is absolutely unacceptable!",Reklamationen,Complaints
"Das ist eine absolute Frechheit! Ich habe viel Geld für dieses Produkt bezahlt, aber es funktioniert nicht einmal richtig! Ich erwarte eine vollständige Rückerstattung und eine Entschuldigung für die Unannehmlichkeiten, die Sie mir bereitet haben!", Reklamationen,"That's an absolute impudence! I've paid a lot of money for this product, but it doesn't even work right! I expect a full refund and an apology for the inconvenience you've caused me!",Reklamationen,Complaints
"Ich kann nicht fassen, wie schlecht Ihr Service ist! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice inkompetent! Das ist absolut inakzeptabel, und ich bin sehr verärgert darüber!", Reklamationen,"I can't believe how bad your service is! The delivery was delayed, the product was inferior and the customer service incompetent! This is absolutely unacceptable and I am very angry about it!",Reklamationen,Complaints
"Das ist eine absolute Frechheit! Ich habe extra für die Express-Lieferung bezahlt, aber meine Bestellung kommt trotzdem viel zu spät an! Ich erwarte eine Rückerstattung für die zusätzlichen Kosten, die ich für nichts bezahlt habe!", Reklamationen,"This is an absolute impudence! I paid extra for the express delivery, but my order still arrives much too late! I expect a refund for the extra costs I paid for nothing!",Reklamationen,Complaints
"Ich bin wirklich enttäuscht von Ihrem Unternehmen! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice unprofessionell! Ich werde nie wieder bei Ihnen einkaufen!", Reklamationen,"I am really disappointed by your company! The delivery was delayed, the product was inferior and the customer service unprofessional! I will never buy from you again!",Reklamationen,Complaints
"Ich bin sprachlos über Ihre unzureichenden Dienstleistungen! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice unprofessionell! Das ist absolut inakzeptabel!", Reklamationen,"I am speechless about your inadequate services! The delivery was delayed, the product inferior and the customer service unprofessional! That is absolutely unacceptable!",Reklamationen,Complaints
"Das ist eine absolute Frechheit! Ich habe viel Geld für dieses Produkt bezahlt, aber es funktioniert nicht einmal richtig! Ich erwarte eine vollständige Rückerstattung und eine Entschuldigung für die Unannehmlichkeiten, die Sie mir bereitet haben!", Reklamationen,"That's an absolute impudence! I've paid a lot of money for this product, but it doesn't even work right! I expect a full refund and an apology for the inconvenience you've caused me!",Reklamationen,Complaints
"Ich kann nicht fassen, wie schlecht Ihr Service ist! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice inkompetent! Das ist absolut inakzeptabel, und ich bin sehr verärgert darüber!", Reklamationen,"I can't believe how bad your service is! The delivery was delayed, the product was inferior and the customer service incompetent! This is absolutely unacceptable and I am very angry about it!",Reklamationen,Complaints
"Das ist eine absolute Frechheit! Ich habe extra für die Express-Lieferung bezahlt, aber meine Bestellung kommt trotzdem viel zu spät an! Ich erwarte eine Rückerstattung für die zusätzlichen Kosten, die ich für nichts bezahlt habe!", Reklamationen,"This is an absolute impudence! I paid extra for the express delivery, but my order still arrives much too late! I expect a refund for the extra costs I paid for nothing!",Reklamationen,Complaints
"Ich bin wirklich enttäuscht von Ihrem Unternehmen! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice unprofessionell! Ich werde nie wieder bei Ihnen einkaufen!", Reklamationen,"I am really disappointed by your company! The delivery was delayed, the product was inferior and the customer service unprofessional! I will never buy from you again!",Reklamationen,Complaints
"Ich bin sprachlos über Ihre unzureichenden Dienstleistungen! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice unprofessionell! Das ist absolut inakzeptabel!", Reklamationen,"I am speechless about your inadequate services! The delivery was delayed, the product inferior and the customer service unprofessional! That is absolutely unacceptable!",Reklamationen,Complaints
"Das ist eine absolute Frechheit! Ich habe viel Geld für dieses Produkt bezahlt, aber es funktioniert nicht einmal richtig! Ich erwarte eine vollständige Rückerstattung und eine Entschuldigung für die Unannehmlichkeiten, die Sie mir bereitet haben!", Reklamationen,"That's an absolute impudence! I've paid a lot of money for this product, but it doesn't even work right! I expect a full refund and an apology for the inconvenience you've caused me!",Reklamationen,Complaints
"Ich kann nicht fassen, wie schlecht Ihr Service ist! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice inkompetent! Das ist absolut inakzeptabel, und ich bin sehr verärgert darüber!", Reklamationen,"I can't believe how bad your service is! The delivery was delayed, the product was inferior and the customer service incompetent! This is absolutely unacceptable and I am very angry about it!",Reklamationen,Complaints
"Das ist eine absolute Frechheit! Ich habe extra für die Express-Lieferung bezahlt, aber meine Bestellung kommt trotzdem viel zu spät an! Ich erwarte eine Rückerstattung für die zusätzlichen Kosten, die ich für nichts bezahlt habe!", Reklamationen,"This is an absolute impudence! I paid extra for the express delivery, but my order still arrives much too late! I expect a refund for the extra costs I paid for nothing!",Reklamationen,Complaints
"Ich bin wirklich enttäuscht von Ihrem Unternehmen! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice unprofessionell! Ich werde nie wieder bei Ihnen einkaufen!", Reklamationen,"I am really disappointed by your company! The delivery was delayed, the product was inferior and the customer service unprofessional! I will never buy from you again!",Reklamationen,Complaints
"Ich bin sprachlos über Ihre unzureichenden Dienstleistungen! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice unprofessionell! Das ist absolut inakzeptabel!", Reklamationen,"I am speechless about your inadequate services! The delivery was delayed, the product inferior and the customer service unprofessional! That is absolutely unacceptable!",Reklamationen,Complaints
"Das ist eine absolute Frechheit! Ich habe viel Geld für dieses Produkt bezahlt, aber es funktioniert nicht einmal richtig! Ich erwarte eine vollständige Rückerstattung und eine Entschuldigung für die Unannehmlichkeiten, die Sie mir bereitet haben!", Reklamationen,"That's an absolute impudence! I've paid a lot of money for this product, but it doesn't even work right! I expect a full refund and an apology for the inconvenience you've caused me!",Reklamationen,Complaints
"Ich kann nicht fassen, wie schlecht Ihr Service ist! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice inkompetent! Das ist absolut inakzeptabel, und ich bin sehr verärgert darüber!", Reklamationen,"I can't believe how bad your service is! The delivery was delayed, the product was inferior and the customer service incompetent! This is absolutely unacceptable and I am very angry about it!",Reklamationen,Complaints
"Das ist eine absolute Frechheit! Ich habe extra für die Express-Lieferung bezahlt, aber meine Bestellung kommt trotzdem viel zu spät an! Ich erwarte eine Rückerstattung für die zusätzlichen Kosten, die ich für nichts bezahlt habe!", Reklamationen,"This is an absolute impudence! I paid extra for the express delivery, but my order still arrives much too late! I expect a refund for the extra costs I paid for nothing!",Reklamationen,Complaints
"Ich bin wirklich enttäuscht von Ihrem Unternehmen! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice unprofessionell! Ich werde nie wieder bei Ihnen einkaufen!", Reklamationen,"I am really disappointed by your company! The delivery was delayed, the product was inferior and the customer service unprofessional! I will never buy from you again!",Reklamationen,Complaints
"Ich bin sprachlos über Ihre unzureichenden Dienstleistungen! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice unprofessionell! Das ist absolut inakzeptabel!", Reklamationen,"I am speechless about your inadequate services! The delivery was delayed, the product inferior and the customer service unprofessional! That is absolutely unacceptable!",Reklamationen,Complaints
"Das ist eine absolute Frechheit! Ich habe viel Geld für dieses Produkt bezahlt, aber es funktioniert nicht einmal richtig! Ich erwarte eine vollständige Rückerstattung und eine Entschuldigung für die Unannehmlichkeiten, die Sie mir bereitet haben!", Reklamationen,"That's an absolute impudence! I've paid a lot of money for this product, but it doesn't even work right! I expect a full refund and an apology for the inconvenience you've caused me!",Reklamationen,Complaints
"Ich kann nicht fassen, wie schlecht Ihr Service ist! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice inkompetent! Das ist absolut inakzeptabel, und ich bin sehr verärgert darüber!", Reklamationen,"I can't believe how bad your service is! The delivery was delayed, the product was inferior and the customer service incompetent! This is absolutely unacceptable and I am very angry about it!",Reklamationen,Complaints
"Das ist eine absolute Frechheit! Ich habe extra für die Express-Lieferung bezahlt, aber meine Bestellung kommt trotzdem viel zu spät an! Ich erwarte eine Rückerstattung für die zusätzlichen Kosten, die ich für nichts bezahlt habe!", Reklamationen,"This is an absolute impudence! I paid extra for the express delivery, but my order still arrives much too late! I expect a refund for the extra costs I paid for nothing!",Reklamationen,Complaints
"Ich bin wirklich enttäuscht von Ihrem Unternehmen! Die Lieferung war verspätet, das Produkt minderwertig und der Kundenservice unprofessionell! Ich werde nie wieder bei Ihnen einkaufen!", Reklamationen,"I am really disappointed by your company! The delivery was delayed, the product was inferior and the customer service unprofessional! I will never buy from you again!",Reklamationen,Complaints
